accession_name,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B
IRGC 38535,Stress,135,942,9,48,0.042325847,0.007411536,0.041591542,0.032406989,6,0.02268457,0.02300376
IRGC 31841,Control,178,1115,10.5,50,0.042325847,0.006379289,0.09774545,0.024494795,,0.01756781,0.01662258
IRGC 34699,Stress,36,63,4.5,14,0.041393545,0.019370123,0.05403856,0.032701598,9,0.000435486,0.00053934
IRGC 26399,Stress,88,634,8.5,50.5,0.041393545,0.01414437,0.059442416,0.043403939,5,0.019533512,0.01568126
IRGC 38522,Stress,68,507,7,48.5,0.04138021,0.008865531,0.081368714,0.038622975,7,0.012953904,0.01234826
IRGC 26439,Stress,49,256,6,39,0.04138021,0.00621118,0.124926488,0.041333359,7,0.007447372,0.00700334
IRGC 32817,Control,91,788,6.5,49,0.041362429,0.243218135,0.015926356,0.054254924,,0.017874174,0.0169983
IRGC 6586,Stress,90,604,9,51.5,0.041362429,0.01189149,0.119436147,0.024154589,4,0.0199297,0.0194627
IRGC 31655,Stress,92,565,10.5,46.5,0.041362429,0.009568933,0.165480833,0.028102936,6,0.013524928,0.01291184
IRGC 49257,Stress,73,402,8,47.5,0.041362429,0.009568933,0.070063623,0.036782999,7,0.017283902,0.0152813
IRGC 66831,Control,75,795,5.5,59,0.041337537,0.168896321,0.007380181,0.006819026,,0.014920408,0.01449552
IRGC 37468,Control,124,1113,7,64.5,0.041337537,0.117800074,0.0073152,0.001203084,,0.018848604,0.01789114
IRGC 43860,Control,62,424,5,39,0.041337537,0.113154961,0.008278709,0.003102936,,0.018376226,0.02116152
IRGC 29367,Control,85,917,8.5,64,0.041300199,0.145670754,0.004726119,0.005657748,,0.021528888,0.02154936
IRGC 27540,Control,35,283,6,39,0.041300199,0.071348941,0.004991849,0.002364363,,0.019220732,0.01844058
IRGC 37252,Stress,69,507,5,55,0.041300199,0.00738573,0.180354826,0.039525692,5,0.019946542,0.01938796
IRGC 82168,Stress,42,142,5,31.75,0.041300199,0.006224452,0.184592257,0.029291538,9,0.001542246,0.00153924
IRGC 29068,Stress,104,342,9,43.5,0.041300199,0.002740617,0.141707363,0.027737963,7,0.015212336,0.01482478
IRGC 8593,Control,66,722,6,45,0.041237969,0.154960981,0.004499508,0.007051282,,0.016917388,0.01622262
IRGC 29116,Control,103,888,9.5,55.5,0.041237969,0.071348941,0.009783363,0.002638424,,0.01851417,0.01771338
IRGC 37562,Control,50,316,8.5,41.5,0.041237969,0.043478261,0.011817837,0.002173913,,0.007483462,0.00760328
IRGC 25855,Control,131,1053,11.5,57,0.041237969,0.034188034,0.011800057,0.001012635,,0.022146428,0.02202204
IRGC 29260,Control,59,387,8.5,50.5,0.041237969,0.029542921,0.015948746,0.001941657,,0.020256114,0.0198566
IRGC 25877,Stress,58,191,10,39,0.040740126,0.016425121,0.057832725,0.042363434,9,0.008695284,0.00912636
IRGC 25877,Stress,120,887,12.75,49.75,0.040356372,0.015886288,0.100347987,0.041327433,2,0.017651218,0.0164428
IRGC 77293,Stress,99,608,7,39,0.040356372,0.007757339,0.079855111,0.034213662,6,0.017228564,0.01619434
IRGC 8497,Stress,150,715,7.5,46,0.04019487,0.008865531,0.1398016,0.023452661,5,0.023872332,0.0263509
IRGC 76237,Control,,,,,0.039979533,0.131735414,0.019230394,0.103864734,,,
IRGC 29036,Stress,129,478,10,43,0.039979533,0.008020562,0.080233131,0.035696992,6,0.015720002,0.01546108
IRGC 27567,Stress,65,375,8,39.5,0.039752738,0.011315496,0.082760419,0.038965865,,,
IRGC 38145,Stress,69,727,9.5,53.5,0.039752738,0.004812337,0.068324616,0.030668426,7,0.022013296,0.02158168
IRGC 38535,Control,114,1044,8.5,55,0.039678062,0.085284281,0.010071223,0.00449647,,0.021133502,0.0209777
IRGC 37845,Stress,60,334,8,43,0.039678062,0.008695652,0.049032318,0.041167317,7,0.000388168,0.01370974
IRGC 53500,Stress,121,694,12.75,44.25,0.039678062,0.005908584,0.11157079,0.041827625,7,0.014790484,0.01394002
IRGC 37161,Stress,93,696,8.75,5.5,0.0393192,0.01414437,0.070649138,0.041194225,5,0.018154874,0.01706496
IRGC 6586,Stress,100,517,7.5,50.3,0.0393192,0.012402453,0.115662816,0.028549014,6,0.018446802,0.01912738
IRGC 66801,Control,73,529,4,32.5,0.039225855,0.145670754,0.005741325,0.001203084,,0.01964499,0.01869106
IRGC 37550,Control,115,980,8,48,0.039225855,0.103864734,0.008277195,0.004264214,,0.0212129,0.02124434
IRGC 27594,Control,69,984,5,52.5,0.039225855,0.099219621,0.008065477,0.004728725,,0.020650698,0.02023838
IRGC 8806,Control,112,924,8.5,51.5,0.039225855,0.085284281,0.006826668,0.004960981,,0.01714676,0.01644684
IRGC 31655,Control,171,930,8,56,0.039225855,0.004031958,0.005506693,0.002638424,,0.01733924,0.01685286
IRGC 27540,Stress,89,397,10.25,41.25,0.039225855,0.003901895,0.170028974,0.018480018,8,0.013933948,0.01429554
IRGC 31727,Stress,113,766,11,47,0.039225855,0.002740617,0.159248196,0.015001996,4,0.022352542,0.02222404
IRGC 31832,Stress,70,743,11,50,0.03900953,0.008201943,0.089069162,0.031015064,2,0.02102042,0.0205232
IRGC 32796,Control,5,92,2.5,23.5,0.038596637,0.164251208,0.007407296,0.075157934,,0.003261734,0.0032623
IRGC 49094,Control,62,518,8,70,0.038596637,0.094574508,0.004547197,0.010302861,,0.016105764,0.01524292
IRGC 77292,Control,73,657,7,40.5,0.038472176,0.043478261,0.018644697,0.020252694,,0.016385662,0.01528938
IRGC 37815,Stress,81,906,10.5,53,0.038093263,0.011780007,0.05403856,0.039458126,3,0.01890715,0.01724474
IRGC 77258,Control,71,765,7.25,54.25,0.038018586,0.154960981,0.003522855,0.002015979,,0.011149404,0.0102919
IRGC 43862,Control,87,832,7.25,51,0.038018586,0.122445188,0.021442172,0.075994054,,0.0155989,0.0146652
IRGC 34749,Control,33,201,9.5,23,0.038018586,0.117800074,0.005308756,0.008444816,,0.006057506,0.00593476
IRGC 38361,Control,115,930,7.5,61,0.038018586,0.099219621,0.004661174,0.031029357,,0.015720002,0.015049
IRGC 32796,Stress,89,460,9.5,46.5,0.03782419,0.010856293,0.085877863,0.032801647,7,0.019224742,0.01908496
IRGC 27536,Stress,73,471,7,44,0.037647467,0.00690855,0.124611532,0.034651339,5,0.016070476,0.01517424
IRGC 37161,Control,44,642,6.5,54,0.03721374,0.182831661,0.003310654,0.002248235,,0.016522002,0.01552976
IRGC 53479,Control,89,697,7.5,59,0.03721374,0.154960981,0.007094258,0.006819026,,0.01380242,0.01314616
IRGC 31745,Control,137,1168,6,6,0.03721374,0.145670754,0.005861752,0.005657748,,0.022896298,0.02373298
IRGC 34709,Control,121,1032,7.5,50,0.03715151,0.141025641,0.008693578,0.005193237,,0.017191672,0.0188567
IRGC 37252,Control,110,954,6.5,59,0.03715151,0.099219621,0.005889115,0.04264214,,0.016468268,0.015655
IRGC 29283,Control,91,1211,7,62,0.03715151,0.080639168,0.00798826,0.233927908,,0.018290412,0.01725686
IRGC 37149,Control,86,977,6.5,61,0.03715151,0.062058714,0.008472974,0.003567447,,0.017549364,0.01735786
IRGC 29221,Control,96,1156,6.5,29,0.03715151,0.057413601,0.007090702,0.003335191,,0.015954988,0.0153924
IRGC 31727,Stress,56,510,9,46,0.03715151,0.006224452,0.112467188,0.031080031,7,0.017646406,0.01699224
IRGC 77285,Stress,67,493,11,37,0.03698395,0.00738573,0.106175128,0.035688493,,,
IRGC 29083,Stress,65,325,9,39.75,0.036794262,0.010508279,0.103044042,0.030429875,7,0.018628856,0.01855572
IRGC 27594,Stress,65,649,8,52.5,0.036638851,0.013510644,0.07269006,0.034289382,6,0.020804682,0.02050502
IRGC 43999,Stress,113,688,7.25,46,0.036638851,0.012183469,0.055138053,0.032471554,5,0.022820108,0.02328454
IRGC 8855,Control,82,642,7,49,0.036359111,0.145670754,0.007508162,0.00449647,,0.016211628,0.01567116
IRGC 26373,Control,135,796,7.5,57,0.036359111,0.089929394,0.006902712,0.070512821,,0.0180049,0.02112516
IRGC 49127,Control,103,554,6.5,58,0.036359111,0.075994054,0.007379255,0.00287068,,0.018688204,0.01842038
IRGC 77267,Control,73,600,6,49.9,0.036047498,0.014637268,0.102752935,0.033545251,,0.015893234,0.01523282
IRGC 37086,Control,77,855,6.5,53,0.035830844,0.182831661,0.004197992,0.010302861,,0.015938146,0.01667106
IRGC 77292,Control,53,615,5,51,0.035830844,0.131735414,0.009322348,0.075994054,,0.01550266,0.0170488
IRGC 29377,Control,109,712,8.5,60,0.035830844,0.131735414,0.008886289,0.005425492,,0.014971736,0.01450562
IRGC 31801,Control,50,381,4.5,42,0.035830844,0.127090301,0.007034102,0.004728725,,0.018320888,0.01807698
IRGC 38130,Control,49,856,6.5,55.5,0.035830844,0.080639168,0.013134261,0.001477146,,0.01763598,0.01680236
IRGC 29009,Control,50,471,9,57,0.035706383,0.075994054,0.006304032,0.004960981,,0.018427554,0.01766894
IRGC 37685,Stress,113,774,10.5,52,0.035604049,0.008528428,0.088339418,0.035468021,3,0.021057312,0.02052522
IRGC 26439,Stress,90,533,10,44,0.035535117,0.012030844,0.131064,0.033599653,6,0.011013064,0.0104636
IRGC 49257,Stress,135,1047,9.5,55,0.035453511,0.008865531,0.075618821,0.03023338,3,0.019803786,0.018887
IRGC 5809,Stress,118,745,9,52.75,0.035170511,0.011241174,0.112340572,0.035435579,5,0.018235074,0.01720636
IRGC 26478,Stress,116,617,8.75,46.5,0.035170511,0.004273504,0.10585278,0.029485047,7,0.018224648,0.01720232
IRGC 8593,Control,124,1752,5,42,0.035170511,0.000548123,0.005330604,0.005193237,,0.02175826,0.02190892
IRGC 34034,Control,88,756,8.5,54,0.035077166,0.099219621,0.006826668,0.000854701,,,
IRGC 43862,Control,100,982,8.5,55,0.035077166,0.052768488,0.009378803,0.003799703,,0.02178232,0.02138978
IRGC 64778,Control,64,694,6,51,0.034699635,0.141025641,0.003663885,0.008677072,,0.02112468,0.02085044
IRGC 31812,Control,,,,,0.034699635,0.122445188,0.0072095,0.077480491,,0.01626857,0.0155237
IRGC 29297,Control,24,142,2.5,35.5,0.034699635,0.117800074,0.023401993,0.043403939,,,
IRGC 77306,Control,83,339,5,43,0.034699635,0.108509848,0.006091528,0.006819026,,0.020006692,0.01921424
IRGC 29221,Control,24,268,4,35.5,0.034699635,0.089929394,0.008557744,0.003567447,,0.009160444,0.00881124
IRGC 29416,Control,79,904,9.5,53.2,0.034699635,0.085284281,0.011357925,0.004728725,,0.01458437,0.01385316
IRGC 49242,Control,112,1016,7.5,57.5,0.034699635,0.075994054,0.004839093,0.006354515,,0.020316264,0.03108578
IRGC 31611,Stress,110,567,10,43.5,0.034699635,0.002192493,0.141935965,0.019642194,6,0.016190776,0.01522878
IRGC 37086,Stress,61,412,8,48.5,0.034447948,0.009568933,0.084815393,0.037795361,7,0.015222762,0.0142915
IRGC 38251,Control,,,,,0.034268171,0.127090301,0.007001711,0.007515793,,,
IRGC 77216,Control,140,1840,11,54,0.034268171,0.099219621,0.006896702,0.005425492,,0.016139448,0.01534796
IRGC 37815,Stress,79,586,8.75,47,0.034133339,0.008918618,0.045261384,0.048017721,7,0.022618806,0.02355926
IRGC 49094,Stress,113,836,5.75,49.5,0.033944574,0.009457451,0.062359406,0.037904125,7,0.022799256,0.02658118
IRGC 31812,Stress,75,523,10,42,0.033127282,0.00942958,0.141707363,0.027737963,4,0.015497848,0.00985154
IRGC 37182,Control,66,809,6.5,57,0.033096167,0.159606094,0.005137313,0.065867707,,0.017943948,0.01764268
IRGC 25838,Stress,111,613,6.5,42.5,0.033096167,0.006015422,0.086687845,0.03592221,6,0.0240199,0.02606608
IRGC 27555,Control,63,754,7.5,53.5,0.033082832,0.145670754,0.007122238,0.005890004,,0.014733542,0.01402284
IRGC 29230,Control,,,,,0.033065051,0.182831661,0.006432773,0.00449647,,0.015830678,0.01537018
IRGC 29072,Control,92,826,8,41,0.033065051,0.094574508,0.008059374,0.004031958,,0.018138834,0.017675
IRGC 8341,Control,98,515,5.5,57,0.033065051,0.080639168,0.008932783,0.003102936,,0.018813316,0.01830322
IRGC 29432,Control,30,305,6,36,0.033065051,0.071348941,0.003091913,0.002364363,,0.018972112,0.0183012
IRGC 26478,Stress,70,540,11.5,44,0.033065051,0.006472191,0.117287453,0.025053644,4,0.018765196,0.0176447
IRGC 27522,Stress,32,105,7,24.25,0.033065051,0.00492382,0.195818121,0.00041332,9,0.00288319,0.00293304
IRGC 8497,Control,140,1635,6.5,59,0.033040159,0.108509848,0.003932413,0.007283538,,0.023626118,0.02513284
IRGC 79342,Control,85,550,8.5,46,0.033040159,0.089929394,0.007358852,0.000970829,,0.002873566,0.00300172
IRGC 37951,Control,75,1047,7.5,61.25,0.033040159,0.075994054,0.029571855,0.024061687,,0.01439189,0.01348552
IRGC 29116,Control,94,845,6.5,43,0.033040159,0.062058714,0.009919515,0.00124489,,,
IRGC 6586,Stress,2,4,4.5,15,0.033040159,0.006837607,0.156313383,0.018993352,9,,
IRGC 37596,Control,107,9.51,7.5,52.5,0.033002821,0.094574508,0.009202714,0.00449647,,0.021813598,0.0213615
IRGC 29068,Control,87,723,7.75,58.25,0.033002821,0.089929394,0.006788957,0.004960981,,0.018071466,0.01803052
IRGC 66831,Control,106,646,10,49.5,0.032940591,0.094574508,0.006565751,0.043478261,,0.01738335,0.01645088
IRGC 6588,Control,88,844,7,61.5,0.032058994,0.154960981,0.003901675,0.002596618,,0.018331314,0.01764268
IRGC 31665,Stress,205,748,8.5,48,0.032058994,0.0071767,0.097176939,0.022843028,3,0.017773122,0.01672156
IRGC 37478,Control,42,372,4.5,48,0.031897492,0.164251208,0.003465837,0.010767373,,0.015603712,0.01511364
IRGC 43826,Control,76,583,5,48,0.031897492,0.122445188,0.007122238,0.006819026,,0.022109536,0.02265632
IRGC 26772,Stress,70,446,7,44.5,0.031897492,0.009529118,0.115914371,0.033073207,7,0.020245688,0.0201596
IRGC 29131,Control,119,615,11,47,0.031682155,0.094574508,0.009461382,0.003335191,,0.0131929,0.01289568
IRGC 37951,Control,107,900,7,61,0.031682155,0.089929394,0.006157426,0.006819026,,0.012580974,0.01225332
IRGC 34034,Control,,,,,0.031380684,0.136380528,0.005959177,0.005425492,,0.022164874,0.02221798
IRGC 32796,Control,90,1376,10,66.5,0.031380684,0.127090301,0.007841022,0.003799703,,0.02023847,0.01952128
IRGC 26504,Control,68,1130,8.5,62.5,0.031380684,0.113154961,0.00413486,0.001086957,,0.020925784,0.02221394
IRGC 43999,Control,66,804,7.5,59,0.031380684,0.108509848,0.004525985,0.005657748,,0.022192142,0.02258158
IRGC 39559,Control,76,891,7,60.5,0.031380684,0.099219621,0.006660164,0.00449647,,0.023556344,0.02525606
IRGC 38293,Control,61,636,4,52,0.031380684,0.099219621,0.00599693,0.001319212,,,
IRGC 34699,Control,106,872,8.5,54,0.031380684,0.094574508,0.009493415,0.003567447,,0.017603098,0.01689528
IRGC 38149,Control,119,1168,7,66.5,0.031380684,0.085284281,0.003271675,0.001086957,,0.014992588,0.0140087
IRGC 38361,Control,94,1233,7,64,0.031380684,0.080639168,0.0072095,0.173541434,,0.022439158,0.0227149
IRGC 77284,Control,122,973,5,54,0.031380684,0.066703828,0.006483168,0.001941657,,0.02407604,0.02683166
IRGC 29096,Stress,115,581,8,42,0.031380684,0.012411743,0.064801162,0.019372407,4,0.019850302,0.01914152
IRGC 8667,Control,106,663,8.5,48,0.031052937,0.003883315,0.003985815,0.002596618,,0.01792069,0.0172912
IRGC 38145,Control,193,1460,8.5,66.5,0.031021822,0.136380528,0.022248224,0.154960981,,0.014830584,0.0138976
IRGC 29377,Control,49,654,6,57,0.030928477,0.089929394,0.005030285,0.072835377,,0.011515918,0.01003536
IRGC 32816,Control,85,950,9,59.5,0.030712152,0.219992568,0.007064914,0.005425492,,1.60E-06,4.04E-06
IRGC 37685,Control,118,1475,9.5,73,0.030712152,0.219992568,0.004194048,0.002480491,,0.01465655,0.01502476
IRGC 37468,Control,172,1013,8.5,65,0.030340746,0.154960981,0.004083416,0.247863248,,0.01648912,0.01599234
IRGC 117318,Control,85,1131,5.5,47.5,0.030299259,0.136380528,0.004731661,0.002364363,,0.018242292,0.02785378
IRGC 53484,Control,93,632,8,47.5,0.030299259,0.131735414,0.004390067,0.079803047,,0.01462848,0.0138269
IRGC 79342,Control,63,675,5.5,46,0.02998465,0.168896321,0.00739879,0.007515793,,0.002851912,0.00295122
IRGC 8482,Stress,65,44,8.75,26,0.02998465,0.0071767,0.186068702,0.024619101,9,0.000571826,0.0005252
IRGC 66801,Control,43,480,4,35,0.029721208,0.103864734,0.005850663,0.004960981,,0.01832971,0.01766692
IRGC 25880,Control,93,1203,7.8,54.5,0.029721208,0.075994054,0.003815198,0.034188034,,0.018405098,0.01780832
IRGC 26367,Control,128,1530,8,56,0.029721208,0.066703828,0.007337522,0.005425492,,0.01793272,0.01681246
IRGC 38426,Control,42,481,5,46.5,0.029418815,0.201412114,0.002956682,0.003409513,,,
IRGC 29221,Control,21,170,5,28.5,0.029418815,0.164251208,0.002645204,0.127090301,,0.009261496,0.00870418
IRGC 26638,Control,68,1150,6.5,59,0.028966147,0.238573021,0.005825067,0.008909327,,0.01506958,0.01430968
IRGC 26638,Control,105,950,6.5,56.5,0.028966147,0.002954292,0.004734386,0.089093274,,0.017903848,0.02050502
IRGC 77216,Control,113,1287,9.5,59,0.028947478,0.206057228,0.005498771,0.093738387,,0.015780954,0.01518636
IRGC 26367,Control,162,1342,8.5,62,0.028947478,0.154960981,0.005394553,0.00983835,,0.018668154,0.01807092
IRGC 8497,Control,109,889,6,60,0.028916362,0.108509848,0.007912011,0.007283538,,0.017005608,0.01658218
IRGC 77279,Control,54,700,4,51,0.028916362,0.052768488,0.006178254,0.048123374,,0.015375944,0.0144026
IRGC 26504,Control,119,1074,8,67,0.028595782,0.219992568,0.004341957,0.002480491,,0.021229742,0.02129686
IRGC 29031,Control,99,992,7.5,68.5,0.028341473,0.215347454,0.006826668,0.007051282,,0.017354478,0.01660642
IRGC 37252,Control,94,725,5.5,60,0.028341473,0.159606094,0.006348877,0.00821256,,0.019136522,0.01879812
IRGC 6534,Control,57,652,6,63.5,0.028341473,0.094574508,0.004429449,0.007515793,,0.023405568,0.02538938
IRGC 25927,Control,93,1016,9,48.5,0.028061732,0.154960981,0.004726119,0.004031958,,0.020690798,0.02058582
IRGC 77267,Control,125,750,7.5,55,0.028061732,0.103864734,0.005282664,0.037997027,,0.014880308,0.01403496
IRGC 29333,Control,95,610,6,46,0.028061732,0.089929394,0.005893951,0.006819026,,0.017755478,0.01695184
IRGC 58736,Control,,,,,0.027910305,0.178186548,0.007559633,0.005193237,,,
IRGC 37161,Control,180,1838,6,63,0.027841475,0.164251208,0.00328535,0.011696395,,0.021360468,0.02145644
IRGC 31665,Control,101,1035,9,66,0.027574953,0.187476774,0.004763604,0.005657748,,0.020030752,0.01934352
IRGC 77299,Control,84,917,6,51,0.027533466,0.247863248,0.005066354,0.011231884,,0.023387122,0.02420566
IRGC 29230,Control,45,253,5.5,35.5,0.027533466,0.192121888,0.003691451,0.005657748,,0.015104066,0.01442482
IRGC 77285,Control,63,726,8,53.5,0.027533466,0.150315868,0.00675813,0.006819026,,0.013415856,0.01259874
IRGC 26367,Control,99,1318,8.5,63,0.027533466,0.127090301,0.004514528,0.008444816,,,
IRGC 77299,Control,70,560,5,46,0.027533466,0.122445188,0.005214722,0.006819026,,0.01578737,0.0152207
IRGC 77284,Control,117,1342,6.25,60.5,0.027533466,0.108509848,0.006250127,0.004728725,,0.021911442,0.0224826
IRGC 26411,Control,209,1194,8.5,69,0.027533466,0.108509848,0.005517756,0.004960981,,,
IRGC 26290,Control,105,1134,8,71.25,0.027533466,0.103864734,0.006204364,0.00449647,,0.018282392,0.01767096
IRGC 43999,Stress,113,587,9.75,45,0.027533466,0.006472191,0.101228012,0.025053644,7,0.018444396,0.01762652
IRGC 58736,Control,37,182,4,27,0.02738773,0.003418803,0.004332968,0.002480491,,,
IRGC 49127,Control,88,874,6,57,0.027156133,0.154960981,0.004829074,0.077480491,,0.017477986,0.0169175
IRGC 77253,Control,98,1088,8,63,0.027156133,0.131735414,0.00699008,0.006586771,,0.013334052,0.0129381
IRGC 38344,Control,87,1072,5.5,65.5,0.026873133,0.210702341,0.001841613,0.243218135,,0.018320086,0.02069894
IRGC 27555,Control,,,,,0.026873133,0.206057228,0.010872006,0.084448161,,0.014995796,0.01431372
IRGC 26290,Control,170,1672,5.5,66,0.026873133,0.192121888,0.004909516,0.005890004,,0.022502516,0.02329666
IRGC 43826,Control,72,655,5,54,0.026779788,0.029542921,0.014068204,0.001477146,,0.018275976,0.01760834
IRGC 27567,Control,81,1032,9.5,61.5,0.026653022,0.192121888,0.004024228,0.105351171,,0.01525805,0.01458642
IRGC 38320,Control,70,833,6.5,52.25,0.026653022,0.150315868,0.002501223,0.007980305,,0.023540304,0.02474298
IRGC 37252,Control,186,1450,10,54.5,0.026402257,0.154960981,0.006348877,0.005425492,,0.020730096,0.01998386
IRGC 27522,Control,50,1120,6.7,57.5,0.026402257,0.127090301,0.005795719,0.006354515,,0.017839688,0.01696194
IRGC 37550,Control,123,1002,9,53,0.026402257,0.117800074,0.005760392,0.003799703,,0.018527002,0.01795578
IRGC 6588,Control,136,1550,8.75,66.25,0.026402257,0.099219621,0.004939617,0.008444816,,0.022883466,0.02344614
IRGC 49182,Control,82,500,7.5,44,0.026402257,0.062058714,0.009151135,0.004264214,,0.020143834,0.01987882
IRGC 25880,Control,199,1040,8.5,58,0.026402257,0.062058714,0.008501449,0.005193237,,0.018704244,0.01858198
IRGC 32816,Stress,77,453,7,44,0.026402257,0.003121516,0.086405878,0.023985676,6,0.01622045,0.01622464
IRGC 76237,Control,69,913,8.5,52,0.026332861,0.233927908,0.00409605,0.002828874,,0.01700641,0.01613778
IRGC 77292,Control,51,425,4.5,44,0.02615057,0.210702341,0.003521776,0.086770717,,0.010950508,0.01031008
IRGC 26629,Control,75,732,6.5,53,0.02615057,0.154960981,0.00530384,0.001783724,,0.015802608,0.01551562
IRGC 31611,Control,150,1316,10,64,0.02615057,0.141025641,0.006167718,0.006122259,,0.016125012,0.0151702
IRGC 8361,Control,128,1122,10,50,0.02615057,0.127090301,0.006204364,0.001086957,,,
IRGC 26373,Control,118,963,8,66.5,0.02615057,0.127090301,0.003744686,0.085284281,,0.016377642,0.01555602
IRGC 29367,Control,50,184,2.5,49,0.02615057,0.094574508,0.00686917,0.00287068,,0.007853986,0.012423
IRGC 38293,Control,99,791,11,55,0.02615057,0.080639168,0.008537565,0.04264214,,0.017919888,0.01721646
IRGC 26390,Control,63,816,7,55.2,0.025970793,0.182831661,0.005487584,0.065867707,,0.015631782,0.01510758
IRGC 29297,Control,,,,,0.025970793,0.168896321,0.009138802,0.206057228,,0.014432792,0.01352794
IRGC 64778,Control,69,578,5.5,48.5,0.025970793,0.122445188,0.003371913,0.044964697,,,
IRGC 66815,Control,70,704,9,52,0.025835961,0.192121888,0.004661174,0.054254924,,0.013672496,0.01291588
IRGC 37951,Stress,70,487,7,47.25,0.025835961,0.010079896,0.094353042,0.03645308,6,0.014598004,0.0137259
IRGC 53484,Stress,49,336,7.5,36,0.025835961,0.004854143,0.122801195,0.018839716,8,0.021987632,0.02518738
IRGC 77226,Control,65,792,8.5,54,0.025731091,0.003883315,0.00686917,0.006819026,,0.013410242,0.01327746
IRGC 29089,Control,120,1237,7.5,59,0.025647195,0.201412114,0.004045915,0.002364363,,0.017789162,0.01728918
IRGC 25877,Control,97,940,8.5,60,0.025647195,0.173541434,0.005030285,0.077480491,,0.014212242,0.01375216
IRGC 25838,Control,128,1556,9,64.5,0.025647195,0.001560758,0.002835706,0.002364363,,0.016993578,0.01622262
IRGC 38320,Control,,,5.5,53,0.024824246,0.164251208,0.005570413,0.131735414,,0.01978133,0.018988
IRGC 49127,Control,117,1162,6.5,57.5,0.024817458,0.173541434,0.004877267,0.008909327,,0.022962864,0.02362592
IRGC 49094,Control,128,1209,5.5,63.4,0.02480916,0.196767001,0.007544825,0.070512821,,0.017883798,0.01733564
IRGC 27547,Control,56,647,8,54,0.02480916,0.196767001,0.006068149,0.006819026,,0.016590974,0.01602062
IRGC 37685,Control,96,875,7.5,56,0.024798789,0.201412114,0.005937944,0.004960981,,0.015988672,0.01516414
IRGC 26335,Control,113,1078,8,62,0.024798789,0.182831661,0.004772588,0.007980305,,0.016932626,0.0163115
IRGC 49375,Control,69,663,10,40.5,0.024798789,0.182831661,0.00262876,0.007283538,,0.021564176,0.02153926
IRGC 26335,Control,187,1194,8,59.5,0.024798789,0.173541434,0.008230329,0.058900037,,,
IRGC 38416,Control,78,278,4.75,56,0.024798789,0.150315868,0.00526249,0.002364363,,0.016680798,0.01570348
IRGC 34034,Control,142,969,9,50,0.024798789,0.145670754,0.003868987,0.002015979,,0.017005608,0.01630544
IRGC 26335,Control,183,1086,8,62,0.024798789,0.136380528,0.004964849,0.007515793,,0.015074392,0.01448138
IRGC 26439,Control,87,1012,9,53,0.024785454,0.201412114,0.005685562,0.002248235,,0.02083997,0.02069288
IRGC 26439,Control,101,888,11.5,52,0.024785454,0.187476774,0.005580839,0.247863248,,0.015894838,0.01530756
IRGC 8742,Control,117,851,8,51,0.024785454,0.154960981,0.003649626,0.006819026,,0.012722928,0.01215434
IRGC 31832,Control,83,1120,7,58,0.024785454,0.117800074,0.004361404,0.007980305,,0.020436564,0.0198465
IRGC 31812,Control,91,904,5.5,54,0.024785454,0.103864734,0.008076789,0.005657748,,,
IRGC 29333,Control,74,540,8,46.5,0.024785454,0.099219621,0.002844445,0.008677072,,0.011689952,0.0113019
IRGC 32796,Control,157,1641,11,68,0.024767673,0.182831661,0.008052942,0.00449647,,0.023805766,0.02889004
IRGC 26384,Control,74,950,7,61,0.024767673,0.178186548,0.003655633,0.006819026,,0.017095432,0.01606708
IRGC 77253,Control,174,1970,7,62,0.024767673,0.164251208,0.003634503,0.007980305,,0.019590454,0.01852946
IRGC 25855,Control,44,317,6,45.5,0.024767673,0.103864734,0.005220798,0.00287068,,0.017703348,0.01752552
IRGC 38522,Control,77,939,7,60.5,0.024767673,0.080639168,0.004701848,0.105351171,,0.0179648,0.01717202
IRGC 29377,Control,35,165,5.5,40.5,0.024742781,0.136380528,0.003663885,0.00821256,,0.009830114,0.00931018
IRGC 38130,Control,70,513,7,46,0.024742781,0.127090301,0.006967614,0.005890004,,0.018368206,0.01760834
IRGC 117318,Control,169,1720,6,53,0.024742781,0.094574508,0.006368238,0.004960981,,0.017684902,0.01678822
IRGC 29068,Control,,,,,0.02398772,0.224637681,0.005959177,0.008444816,,,
IRGC 31727,Control,133,1134,8,49,0.023887229,0.127090301,0.005190196,0.008444816,,0.021348438,0.02075752
IRGC 27555,Stress,145,802,10,52.5,0.023887229,0.004830918,0.185263857,0.023634337,5,0.017464352,0.01628524
IRGC 26802,Control,91,745,5,46.5,0.023761616,0.215347454,0.007874414,0.007748049,,0.015752082,0.01487124
IRGC 25845,Control,,,,,0.023761616,0.196767001,0.004162995,0.079803047,,0.011617772,0.01123726
IRGC 38416,Control,130,1136,8,61.5,0.023761616,0.178186548,0.005441895,0.00821256,,0.014529834,0.01399658
IRGC 53529,Control,56,438,7,40.5,0.023761616,0.173541434,0.005875854,0.004031958,,0.021047688,0.02052522
IRGC 66815,Control,174,1229,11,58,0.023761616,0.150315868,0.00651609,0.006819026,,0.02247204,0.0228058
IRGC 38522,Control,39,645,5,57,0.023761616,0.141025641,0.00351208,0.114641397,,0.021097412,0.02133322
