uid,accession_name,Treatment,Width_WO_husk,Length_WO_husk,Height_WO_husk,Seed Weight,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B
106_1,IRGC 37550,Control,310,572,206,811,123,1002,9,53,0.026402257,0.117800074,0.005760392,0.003799703,,0.018527002,0.01795578
106_2,IRGC 37550,Control,275,538,173,808,103,870,7,59,,,,,,0.016955884,0.01608526
106_3,IRGC 37550,Control,299,559,197,811,115,980,8,48,0.039225855,0.103864734,0.008277195,0.004264214,,0.0212129,0.02124434
106_4,IRGC 37550,Control,300,550,202,809,,,,,,,,,,,
106_5,IRGC 37550,Control,315,556,198,811,,,,,,,,,,,
107_1,IRGC 37562,Control,227,525,146,503,94,978,6,47,,,,,,0.017813222,0.0173922
107_2,IRGC 37562,Control,223,518,143,498,50,316,8.5,41.5,0.041237969,0.043478261,0.011817837,0.002173913,,0.007483462,0.00760328
107_3,IRGC 37562,Control,223,533,149,502,75,467,8,45,0.043374544,0.117800074,0.009226046,0.00287068,,0.017822044,0.01733564
107_4,IRGC 37562,Control,217,515,143,498,,,,,,,,,,,
107_5,IRGC 37562,Control,221,529,149,498,,,,,,,,,,,
108_1,IRGC 37596,Control,238,621,176,664,75,732,5.5,53,0.021121437,0.224637681,0.004734386,0.082125604,,0.01869061,0.01790528
108_2,IRGC 37596,Control,251,619,161,663,107,9.51,7.5,52.5,0.033002821,0.094574508,0.009202714,0.00449647,,0.021813598,0.0213615
108_3,IRGC 37596,Control,246,610,170,664,49,315,5.5,39.5,,,,,,0.017075382,0.01652966
108_4,IRGC 37596,Control,240,589,164,660,,,,,,,,,,,
108_5,IRGC 37596,Control,253,600,168,665,,,,,,,,,,,
109_1,IRGC 37685,Control,280,593,187,824,118,1475,9.5,73,0.030712152,0.219992568,0.004194048,0.002480491,,0.01465655,0.01502476
109_2,IRGC 37685,Control,261,602,191,826,96,875,7.5,56,0.024798789,0.201412114,0.005937944,0.004960981,,0.015988672,0.01516414
109_3,IRGC 37685,Control,278,595,200,828,69,790,4.5,69,0.018858755,0.122445188,0.00547205,0.005890004,,0.015607722,0.01482478
109_4,IRGC 37685,Control,260,605,189,828,,,,,,,,,,,
109_5,IRGC 37685,Control,272,590,201,824,,,,,,,,,,,
110_1,IRGC 37754,Control,279,504,185,751,105,1463,9,65.75,0.023157982,0.247863248,0.003561571,0.002480491,,0.024444158,0.03851736
110_2,IRGC 37754,Control,268,506,186,754,125,1056,8.5,66,0.017585256,0.012393162,0.003580257,0.009141583,,0.019415618,0.01897386
110_3,IRGC 37754,Control,274,529,196,754,89,1175,8.5,65.5,0.016526868,0.150315868,0.004995648,0.009141583,,0.014557102,0.01389962
110_4,IRGC 37754,Control,281,509,205,753,,,,,,,,,,,
110_5,IRGC 37754,Control,279,512,186,756,,,,,,,,,,,
111_1,IRGC 37793,Control,203,413,143,353,,,,,0.021121437,0.173541434,0.003622324,0.002248235,,,
111_2,IRGC 37793,Control,203,429,150,352,,,,,,,,,,,
111_3,IRGC 37793,Control,213,417,150,353,,,,,,,,,,,
111_4,IRGC 37793,Control,204,419,147,355,,,,,,,,,,,
111_5,IRGC 37793,Control,191,421,149,351,,,,,,,,,,,
112_1,IRGC 37815,Control,264,620,181,911,108,1335,9,63.5,0.021229434,0.150315868,0.008537565,0.196767001,,0.01749964,0.01669934
112_2,IRGC 37815,Control,275,606,170,907,108,817,6.5,59,0.021372663,0.004812337,0.006788915,0.01146414,,0.017635178,0.0169276
112_3,IRGC 37815,Control,290,637,197,907,68,1076,7.5,59.5,0.016544972,0.002954292,0.002451548,0.004338536,,0.019698724,0.02298962
112_4,IRGC 37815,Control,280,641,195,908,,,,,,,,,,,
112_5,IRGC 37815,Control,284,635,196,908,,,,,,,,,,,
113_1,IRGC 37837,Control,253,626,174,613,61,667,5,45,,,,,,0.013338864,0.01271994
113_2,IRGC 37837,Control,256,610,177,616,143,1374,7.5,52,,,,,,0.021679664,0.02300174
113_3,IRGC 37837,Control,231,596,170,613,,,,,,,,,,,
113_4,IRGC 37837,Control,250,600,178,616,,,,,,,,,,,
113_5,IRGC 37837,Control,241,609,178,617,,,,,,,,,,,
114_1,IRGC 37845,Control,229,690,170,791,80,787,5.5,53.5,,,,,,,
114_2,IRGC 37845,Control,222,671,170,788,,,,,,,,,,0.017385756,0.01681448
114_3,IRGC 37845,Control,217,684,175,789,68,816,5.5,59,0.0206501,0.141025641,0.005091718,0.007980305,,0.021334002,0.0214221
114_4,IRGC 37845,Control,234,633,181,793,,,,,,,,,,,
114_5,IRGC 37845,Control,234,676,172,792,,,,,,,,,,,
115_1,IRGC 37951,Control,237,687,185,760,107,900,7,61,0.031682155,0.089929394,0.006157426,0.006819026,,0.012580974,0.01225332
115_2,IRGC 37951,Control,229,656,181,760,105,1083,8,62,0.019009293,0.164251208,0.003562766,0.010070606,,0.017113878,0.0166953
115_3,IRGC 37951,Control,229,648,170,759,75,1047,7.5,61.25,0.033040159,0.075994054,0.029571855,0.024061687,,0.01439189,0.01348552
115_4,IRGC 37951,Control,236,660,174,757,,,,,,,,,,,
115_5,IRGC 37951,Control,221,664,184,758,,,,,,,,,,,
116_1,IRGC 37967,Control,236,630,184,784,70,704,5.5,53,,,,,,0.012645936,0.0118473
116_2,IRGC 37967,Control,244,658,174,788,53,583,3.5,53,,,,,,0.01841793,0.01765278
116_3,IRGC 37967,Control,246,700,185,789,40,816,5,51,0.099195154,0.052768488,0.019083969,0.017094017,,0.018263144,0.01745684
116_4,IRGC 37967,Control,248,602,176,790,,,,,,,,,,,
116_5,IRGC 37967,Control,229,630,184,791,,,,,,,,,,,
117_1,IRGC 38130,Control,278,405,206,640,76,705,8,54.5,0.086749087,0.020252694,0.027306671,0.103864734,,0.017994474,0.01719828
117_2,IRGC 38130,Control,272,428,202,640,49,856,6.5,55.5,0.035830844,0.080639168,0.013134261,0.001477146,,0.01763598,0.01680236
117_3,IRGC 38130,Control,261,428,204,640,70,513,7,46,0.024742781,0.127090301,0.006967614,0.005890004,,0.018368206,0.01760834
117_4,IRGC 38130,Control,286,449,195,643,,,,,,,,,,,
117_5,IRGC 38130,Control,290,492,208,646,,,,,,,,,,,
118_1,IRGC 38145,Control,220,835,178,892,141,1738,9,69,0.017175573,0.229282795,0.004732469,0.010535117,,0.020617816,0.01973944
118_2,IRGC 38145,Control,220,730,182,895,193,1460,8.5,66.5,0.031021822,0.136380528,0.022248224,0.154960981,,0.014830584,0.0138976
118_3,IRGC 38145,Control,222,817,181,895,70,786,6.5,52.5,0.022328244,0.192121888,0.006622967,0.009373839,,0.01184153,0.01103324
118_4,IRGC 38145,Control,219,821,176,897,,,,,,,,,,,
118_5,IRGC 38145,Control,222,759,189,898,,,,,,,,,,,
119_1,IRGC 38149,Control,243,783,185,981,130,1095,5.5,71,0.018035483,0.080639168,0.003828535,0.010070606,,0.014381464,0.01372186
119_2,IRGC 38149,Control,237,795,192,982,141,1192,4.5,66,0.017433713,0.108509848,0.004075623,0.182831661,,0.022675748,0.02262198
119_3,IRGC 38149,Control,238,783,183,983,119,1168,7,66.5,0.031380684,0.085284281,0.003271675,0.001086957,,0.014992588,0.0140087
119_4,IRGC 38149,Control,258,755,168,985,,,,,,,,,,,
119_5,IRGC 38149,Control,235,797,186,986,,,,,,,,,,,
120_1,IRGC 38251,Control,200,684,172,598,,,,,0.034268171,0.127090301,0.007001711,0.007515793,,,
120_2,IRGC 38251,Control,199,633,162,598,,,,,,,,,,,
120_3,IRGC 38251,Control,199,640,172,595,,,,,,,,,,,
120_4,IRGC 38251,Control,208,554,160,593,,,,,,,,,,,
120_5,IRGC 38251,Control,201,588,157,595,,,,,,,,,,,
121_1,IRGC 38293,Control,242,593,168,748,61,636,4,52,0.031380684,0.099219621,0.00599693,0.001319212,,,
121_2,IRGC 38293,Control,241,663,171,754,99,791,11,55,0.02615057,0.080639168,0.008537565,0.04264214,,0.017919888,0.01721646
121_3,IRGC 38293,Control,241,624,173,751,,,,,0.017349817,0.224637681,0.004849225,0.007515793,,0.012726938,0.01216242
121_4,IRGC 38293,Control,232,675,162,750,,,,,,,,,,,
121_5,IRGC 38293,Control,247,618,170,748,,,,,,,,,,,
122_1,IRGC 38320,Control,231,639,175,700,58,663,8,56.5,0.023600114,0.117800074,0.004726119,0.006819026,,0.015846718,0.01491568
122_2,IRGC 38320,Control,243,652,171,700,,,5.5,53,0.024824246,0.164251208,0.005570413,0.131735414,,0.01978133,0.018988
122_3,IRGC 38320,Control,242,643,180,704,70,833,6.5,52.25,0.026653022,0.150315868,0.002501223,0.007980305,,0.023540304,0.02474298
122_4,IRGC 38320,Control,241,614,164,704,,,,,,,,,,,
122_5,IRGC 38320,Control,242,633,180,703,,,,,,,,,,,
123_1,IRGC 38344,Control,251,621,180,732,87,1072,5.5,65.5,0.026873133,0.210702341,0.001841613,0.243218135,,0.018320086,0.02069894
123_2,IRGC 38344,Control,234,630,187,730,66,838,6.5,56,0.018302269,0.003883315,0.002181117,0.004338536,,0.019632158,0.0185335
123_3,IRGC 38344,Control,228,624,180,728,105,947,5.5,63,,,,,,0.014717502,0.01389558
123_4,IRGC 38344,Control,224,602,170,731,,,,,,,,,,,
123_5,IRGC 38344,Control,225,598,185,731,,,,,,,,,,,
124_1,IRGC 38361,Control,226,630,171,749,115,930,7.5,61,0.038018586,0.099219621,0.004661174,0.031029357,,0.015720002,0.015049
124_2,IRGC 38361,Control,232,646,175,745,137,1113,7.5,58,0.023384777,0.136380528,0.007214464,0.004264214,,0.01721092,0.01651552
124_3,IRGC 38361,Control,240,654,174,746,94,1233,7,64,0.031380684,0.080639168,0.0072095,0.173541434,,0.022439158,0.0227149
124_4,IRGC 38361,Control,231,637,164,750,,,,,,,,,,,
124_5,IRGC 38361,Control,236,647,167,745,,,,,,,,,,,
125_1,IRGC 38390,Control,246,669,157,859,115,887,6.5,58.5,0.230833057,2.339279078,0.002696648,0.154960981,,0.018774018,0.01820626
125_2,IRGC 38390,Control,244,664,174,859,94,1143,6,61,0.022724444,0.233927908,0.004073374,0.009373839,,0.022571488,0.02563178
125_3,IRGC 38390,Control,242,728,172,859,138,1342,6.5,58,0.019544097,0.219992568,0.003148204,0.003409513,,0.020260124,0.01990912
125_4,IRGC 38390,Control,245,751,191,860,,,,,,,,,,,
125_5,IRGC 38390,Control,249,698,178,858,,,,,,,,,,,
126_1,IRGC 38416,Control,255,550,188,773,78,278,4.75,56,0.024798789,0.150315868,0.00526249,0.002364363,,0.016680798,0.01570348
126_2,IRGC 38416,Control,253,608,196,774,141,1082,4.5,59.5,0.022043368,0.215347454,0.008184871,0.173541434,,0.014606826,0.01388548
126_3,IRGC 38416,Control,277,560,186,772,130,1136,8,61.5,0.023761616,0.178186548,0.005441895,0.00821256,,0.014529834,0.01399658
126_4,IRGC 38416,Control,254,546,190,770,,,,,,,,,,,
126_5,IRGC 38416,Control,261,670,197,778,,,,,,,,,,,
127_1,IRGC 38426,Control,240,580,170,717,67,458,6.5,46.5,0.011482649,0.243218135,0.003542684,0.008677072,,,
127_2,IRGC 38426,Control,219,600,159,718,56,753,7.5,62.5,0.7898851,0.002025269,0.002983319,0.002596618,,0.015733636,0.01471368
127_3,IRGC 38426,Control,232,622,174,715,42,481,5,46.5,0.029418815,0.201412114,0.002956682,0.003409513,,,
127_4,IRGC 38426,Control,230,584,136,718,,,,,,,,,,,
127_5,IRGC 38426,Control,237,630,180,718,,,,,,,,,,,
128_1,IRGC 38456,Control,238,681,175,827,,,7.5,59,,,,,,0.008422604,0.00822948
128_2,IRGC 38456,Control,242,756,178,828,90,934,2.5,11,,,,,,,
128_3,IRGC 38456,Control,242,675,185,828,66,666,5.5,56.5,0.070154331,0.057413601,0.010414548,0.003567447,,0.019341834,0.01860622
128_4,IRGC 38456,Control,242,673,181,826,,,,,,,,,,,
128_5,IRGC 38456,Control,258,628,168,824,,,,,,,,,,,
129_1,IRGC 38522,Control,276,608,152,1083,39,645,5,57,0.023761616,0.141025641,0.00351208,0.114641397,,0.021097412,0.02133322
129_2,IRGC 38522,Control,298,652,196,1084,77,939,7,60.5,0.024767673,0.080639168,0.004701848,0.105351171,,0.0179648,0.01717202
129_3,IRGC 38522,Control,318,624,196,1082,83,1059,6,62.5,0.046894015,0.008020562,0.001452809,0.000703649,,0.013407034,0.01265934
129_4,IRGC 38522,Control,303,679,216,1082,,,,,,,,,,,
129_5,IRGC 38522,Control,301,669,199,1083,,,,,,,,,,,
130_1,IRGC 38535,Control,296,585,210,900,95,1506,9,64.5,0.015510911,0.005276849,0.007686816,0.100706057,,0.013486432,0.01296032
130_2,IRGC 38535,Control,299,556,212,903,115,1595,8.5,61.5,0.020298404,0.002489781,0.003828203,0.010302861,,0.020271352,0.01958592
130_3,IRGC 38535,Control,292,550,208,903,114,1044,8.5,55,0.039678062,0.085284281,0.010071223,0.00449647,,0.021133502,0.0209777
130_4,IRGC 38535,Control,296,563,194,900,,,,,,,,,,,
130_5,IRGC 38535,Control,272,587,198,905,,,,,,,,,,,
131_1,IRGC 39559,Control,210,613,164,570,76,891,7,60.5,0.031380684,0.099219621,0.006660164,0.00449647,,0.023556344,0.02525606
131_2,IRGC 39559,Control,224,558,170,571,49,547,5.5,50,,,,,,0.01481294,0.0143622
131_3,IRGC 39559,Control,197,573,174,570,88,617,6.5,54,,,,,,0.018459634,0.01782246
131_4,IRGC 39559,Control,225,540,154,575,,,,,,,,,,,
131_5,IRGC 39559,Control,227,515,167,578,,,,,,,,,,,
132_1,IRGC 43826,Control,237,552,176,601,72,655,5,54,0.026779788,0.029542921,0.014068204,0.001477146,,0.018275976,0.01760834
132_2,IRGC 43826,Control,237,640,168,602,76,583,5,48,0.031897492,0.122445188,0.007122238,0.006819026,,0.022109536,0.02265632
132_3,IRGC 43826,Control,230,571,171,604,81,475,8,46,,,,,,0.018390662,0.01795376
132_4,IRGC 43826,Control,230,570,157,608,,,,,,,,,,,
132_5,IRGC 43826,Control,229,605,165,600,,,,,,,,,,,
133_1,IRGC 43860,Control,282,518,189,800,70,454,13,37.5,0.015149629,0.243218135,0.004023076,0.008909327,,0.019986642,0.01945866
133_2,IRGC 43860,Control,307,574,183,802,62,424,5,39,0.041337537,0.113154961,0.008278709,0.003102936,,0.018376226,0.02116152
133_3,IRGC 43860,Control,296,499,193,804,30,227,4,33.5,0.022076557,0.00574136,0.003962874,0.00821256,,0.013713398,0.01288154
133_4,IRGC 43860,Control,274,536,175,800,,,,,,,,,,,
133_5,IRGC 43860,Control,275,518,166,807,,,,,,,,,,,
134_1,IRGC 43862,Control,256,568,178,707,56,467,4.5,43.5,0.020618984,0.150315868,0.114503817,0.080639168,,0.014485724,0.01369358
134_2,IRGC 43862,Control,256,575,176,708,87,832,7.25,51,0.038018586,0.122445188,0.021442172,0.075994054,,0.0155989,0.0146652
134_3,IRGC 43862,Control,251,586,199,708,100,982,8.5,55,0.035077166,0.052768488,0.009378803,0.003799703,,0.02178232,0.02138978
134_4,IRGC 43862,Control,245,570,190,706,,,,,,,,,,,
134_5,IRGC 43862,Control,258,572,159,702,,,,,,,,,,,
135_1,IRGC 43872,Control,286,512,199,821,63,649,6.5,47,0.013891947,0.001212329,0.080147486,0.036812523,,0.016644708,0.01587518
135_2,IRGC 43872,Control,281,561,195,823,95,905,8,50.5,0.022561325,0.002954292,0.0105457,0.057413601,,0.018020138,0.0177356
135_3,IRGC 43872,Control,277,554,174,830,94,770,10.5,52,0.014036999,0.001477146,0.001845209,0.003990152,,0.018102744,0.01782448
135_4,IRGC 43872,Control,292,557,187,824,,,,,,,,,,,
135_5,IRGC 43872,Control,296,540,184,828,,,,,,,,,,,
136_1,IRGC 43915,Control,275,614,186,768,67,693,4,35.5,0.013790242,0.071348941,0.005041163,0.004264214,,0.01749964,0.01659026
136_2,IRGC 43915,Control,267,515,178,767,55,626,5.5,36.75,0.017673415,0.057413601,0.007489371,0.020252694,,0.020778216,0.02100598
136_3,IRGC 43915,Control,253,583,155,764,57,562,3,36,,,,,,0.017396182,0.01673166
136_4,IRGC 43915,Control,281,532,182,767,,,,,,,,,,,
136_5,IRGC 43915,Control,272,574,170,769,,,,,,,,,,,
137_1,IRGC 43999,Control,259,598,180,596,103,994,6.5,56,0.022328244,0.150315868,0.005564684,0.007748049,,0.019106046,0.0186648
137_2,IRGC 43999,Control,221,585,153,594,66,804,7.5,59,0.031380684,0.108509848,0.004525985,0.005657748,,0.022192142,0.02258158
137_3,IRGC 43999,Control,228,578,148,591,138,1050,8,61,,,,,,0.01511369,0.01448542
137_4,IRGC 43999,Control,231,542,162,590,,,,,,,,,,,
137_5,IRGC 43999,Control,229,567,158,594,,,,,,,,,,,
138_1,IRGC 49094,Control,299,560,207,871,128,1209,5.5,63.4,0.02480916,0.196767001,0.007544825,0.070512821,,0.017883798,0.01733564
138_2,IRGC 49094,Control,287,550,196,867,153,1960,8,64.5,0.013075285,0.201412114,0.003438563,0.012160907,,0.023282862,0.02447432
138_3,IRGC 49094,Control,310,634,208,867,62,518,8,70,0.038596637,0.094574508,0.004547197,0.010302861,,0.016105764,0.01524292
138_4,IRGC 49094,Control,236,547,173,863,,,,,,,,,,,
138_5,IRGC 49094,Control,292,554,215,862,,,,,,,,,,,
139_1,IRGC 49127,Control,262,594,197,825,117,1162,6.5,57.5,0.024817458,0.173541434,0.004877267,0.008909327,,0.022962864,0.02362592
139_2,IRGC 49127,Control,279,568,206,816,103,554,6.5,58,0.036359111,0.075994054,0.007379255,0.00287068,,0.018688204,0.01842038
139_3,IRGC 49127,Control,272,590,172,819,88,874,6,57,0.027156133,0.154960981,0.004829074,0.077480491,,0.017477986,0.0169175
139_4,IRGC 49127,Control,270,597,195,825,,,,,,,,,,,
139_5,IRGC 49127,Control,255,581,203,820,,,,,,,,,,,
140_1,IRGC 49182,Control,227,728,179,755,127,978,8,57,0.019839031,0.002489781,0.000932175,0.086770717,,0.017060144,0.016362
140_2,IRGC 49182,Control,223,652,173,760,75,666,6.5,48.5,0.01652008,0.224637681,0.003870005,0.003293385,,0.015110482,0.01427534
140_3,IRGC 49182,Control,225,684,176,754,82,500,7.5,44,0.026402257,0.062058714,0.009151135,0.004264214,,0.020143834,0.01987882
140_4,IRGC 49182,Control,221,642,171,758,,,,,,,,,,,
140_5,IRGC 49182,Control,218,668,137,763,,,,,,,,,,,
141_1,IRGC 49242,Control,293,492,227,765,88,567,7.5,54,,,,,,0.012684432,0.01217454
141_2,IRGC 49242,Control,285,493,227,763,146,838,8,60.5,0.021372663,0.002489781,0.069734853,0.178186548,,0.02457729,0.04406024
141_3,IRGC 49242,Control,289,500,205,762,112,1016,7.5,57.5,0.034699635,0.075994054,0.004839093,0.006354515,,0.020316264,0.03108578
141_4,IRGC 49242,Control,300,464,206,760,,,,,,,,,,,
141_5,IRGC 49242,Control,297,464,212,764,,,,,,,,,,,
142_1,IRGC 49257,Control,241,645,199,700,80,875,7,57,0.012371391,0.164251208,0.002985904,0.009373839,,0.020337116,0.01972126
142_2,IRGC 49257,Control,247,558,158,698,,,,,,,,,,0.016979944,0.01612768
142_3,IRGC 49257,Control,228,606,182,697,179,1482,8.5,69,0.019989767,0.238573021,0.006950536,0.007980305,,0.017337636,0.01664682
142_4,IRGC 49257,Control,232,569,182,702,,,,,,,,,,,
142_5,IRGC 49257,Control,244,620,179,703,,,,,,,,,,,
143_1,IRGC 49333,Control,274,596,178,861,80,570,8,54,0.044003761,0.020252694,0.015772561,0.000548123,,0.012528844,0.01467732
143_2,IRGC 49333,Control,295,579,189,863,37,517,1.5,11,0.023761616,0.113154961,0.007404318,0.005193237,,0.021845678,0.0218463
143_3,IRGC 49333,Control,304,617,199,865,,,4.5,43,,,,,,,
143_4,IRGC 49333,Control,289,587,178,863,,,,,,,,,,,
143_5,IRGC 49333,Control,279,616,189,860,,,,,,,,,,,
144_1,IRGC 49375,Control,222,591,172,663,52,516,7.5,44.5,,,,,,0.018099536,0.01633574
144_2,IRGC 49375,Control,223,612,173,663,88,673,5.5,38.5,0.019544097,0.002954292,0.004657941,0.010302861,,0.01581143,0.01520858
144_3,IRGC 49375,Control,221,598,170,665,69,663,10,40.5,0.024798789,0.182831661,0.00262876,0.007283538,,0.021564176,0.02153926
144_4,IRGC 49375,Control,234,609,175,661,,,,,,,,,,,
144_5,IRGC 49375,Control,240,618,154,665,,,,,,,,,,,
145_1,IRGC 53479,Control,264,709,193,885,125,798,7.5,52,0.011362222,0.002489781,0.003981691,0.010535117,,0.01691017,0.01594184
145_2,IRGC 53479,Control,265,753,189,885,61,526,7.5,42,0.020668769,0.201412114,0.005170304,0.005890004,,0.014142468,0.01354814
145_3,IRGC 53479,Control,248,686,177,885,89,697,7.5,59,0.03721374,0.154960981,0.007094258,0.006819026,,0.01380242,0.01314616
145_4,IRGC 53479,Control,256,728,190,881,,,,,,,,,,,
145_5,IRGC 53479,Control,257,742,188,885,,,,,,,,,,,
146_1,IRGC 53483,Control,376,613,187,851,82,649,8.5,47,0.011880808,0.243218135,0.002961727,0.01146414,,0.016331928,0.01565702
146_2,IRGC 53483,Control,293,532,204,851,63,483,5.7,42,0.06336431,0.099219621,0.008906916,0.00287068,,0.014477704,0.0136552
146_3,IRGC 53483,Control,287,616,189,853,66,454,10,38,0.015464238,0.048123374,0.008038974,0.00039019,,0.01502547,0.01424908
146_4,IRGC 53483,Control,285,567,195,854,,,,,,,,,,,
146_5,IRGC 53483,Control,267,575,177,855,,,,,,,,,,,
147_1,IRGC 53484,Control,317,506,187,964,93,632,8,47.5,0.030299259,0.131735414,0.004390067,0.079803047,,0.01462848,0.0138269
147_2,IRGC 53484,Control,329,494,190,965,72,632,7.5,47,0.042997013,0.057413601,0.082294904,0.020252694,,0.0197693,0.01893346
147_3,IRGC 53484,Control,323,548,215,962,124,1200,9.5,60,0.001652687,0.002489781,0.004579856,0.006354515,,0.0184861,0.0181497
147_4,IRGC 53484,Control,328,547,210,966,,,,,,,,,,,
147_5,IRGC 53484,Control,320,513,208,965,,,,,,,,,,,
148_1,IRGC 53500,Control,265,566,194,827,155,1127,10,56,,,,,,0.018186954,0.02113122
148_2,IRGC 53500,Control,269,597,191,827,93,565,10,45,0.021372663,0.000548123,0.006132377,0.007980305,,0.01824951,0.01783458
148_3,IRGC 53500,Control,251,580,191,828,105,923,9.25,51,0.017651289,0.002954292,0.003914344,0.00821256,,,
148_4,IRGC 53500,Control,253,586,198,828,,,,,,,,,,,
148_5,IRGC 53500,Control,269,554,196,829,,,,,,,,,,,
149_1,IRGC 53529,Control,268,602,189,773,56,438,7,40.5,0.023761616,0.173541434,0.005875854,0.004031958,,0.021047688,0.02052522
149_2,IRGC 53529,Control,277,497,189,774,71,582,6,45.5,,,,,,0.01964098,0.01927282
149_3,IRGC 53529,Control,284,561,218,771,48,352,4.5,49.5,,,,,,0.010242342,0.0097869
149_4,IRGC 53529,Control,258,502,198,771,,,,,,,,,,,
149_5,IRGC 53529,Control,280,518,184,771,,,,,,,,,,,
150_1,IRGC 53541,Control,275,592,201,838,,,,,,,,,,0.01625654,0.01561864
150_2,IRGC 53541,Control,247,602,171,838,131,1310,10,57.5,0.018179555,0.003418803,0.002696648,0.154960981,,0.022613192,0.02295932
150_3,IRGC 53541,Control,241,612,194,840,101,1060,8.5,58,0.015356076,0.005276849,0.006622967,0.007051282,,,
150_4,IRGC 53541,Control,262,585,178,838,,,,,,,,,,,
150_5,IRGC 53541,Control,261,596,181,839,,,,,,,,,,,
151_1,IRGC 58736,Control,257,628,190,779,,,,,0.027910305,0.178186548,0.007559633,0.005193237,,,
151_2,IRGC 58736,Control,239,615,179,780,,,,,0.016537313,0.003418803,0.003663885,0.010999628,,0.00601099,0.00584992
151_3,IRGC 58736,Control,266,619,177,774,37,182,4,27,0.02738773,0.003418803,0.004332968,0.002480491,,,
151_4,IRGC 58736,Control,231,625,189,772,,,,,,,,,,,
151_5,IRGC 58736,Control,254,596,176,772,,,,,,,,,,,
152_1,IRGC 58824,Control,238,717,178,823,96,1014,5.75,60.5,0.020668769,0.094574508,0.00851311,0.00449647,,0.016740146,0.0161297
152_2,IRGC 58824,Control,241,703,170,820,98,983,7,61,0.04797544,0.071348941,0.011203901,0.003102936,,0.011663486,0.01100698
152_3,IRGC 58824,Control,228,678,158,825,218,1695,11,60,,,,,,0.027378676,0.04972836
152_4,IRGC 58824,Control,223,729,177,824,,,,,,,,,,,
152_5,IRGC 58824,Control,227,707,174,827,,,,,,,,,,,
153_1,IRGC 63517,Control,248,524,193,714,,,,,,,,,,0.012216064,0.01158066
153_2,IRGC 63517,Control,254,496,214,712,,,,,0.020668769,0.002954292,0.002904082,0.154960981,,0.009013678,0.00878902
153_3,IRGC 63517,Control,249,482,190,717,,,,,0.015464238,0.080639168,0.004550793,0.002712746,,0.017747458,0.01673368
153_4,IRGC 63517,Control,285,539,212,720,,,,,,,,,,,
153_5,IRGC 63517,Control,258,507,202,715,,,,,,,,,,,
154_1,IRGC 64778,Control,261,614,182,700,69,578,5.5,48.5,0.025970793,0.122445188,0.003371913,0.044964697,,,
154_2,IRGC 64778,Control,248,595,175,704,64,694,6,51,0.034699635,0.141025641,0.003663885,0.008677072,,0.02112468,0.02085044
154_3,IRGC 64778,Control,254,554,173,708,,,,,,,,,,0.017124304,0.01642058
154_4,IRGC 64778,Control,255,532,173,710,,,,,,,,,,,
154_5,IRGC 64778,Control,246,618,178,707,,,,,,,,,,,
155_1,IRGC 66801,Control,234,584,159,608,43,480,4,35,0.029721208,0.103864734,0.005850663,0.004960981,,0.01832971,0.01766692
155_2,IRGC 66801,Control,224,547,167,604,73,529,4,32.5,0.039225855,0.145670754,0.005741325,0.001203084,,0.01964499,0.01869106
155_3,IRGC 66801,Control,230,562,168,603,59,460,4,33.5,0.047523233,0.150315868,0.004631596,0.006354515,,0.018953666,0.02064238
155_4,IRGC 66801,Control,232,563,166,604,,,,,,,,,,,
155_5,IRGC 66801,Control,232,560,166,602,,,,,,,,,,,
156_1,IRGC 66815,Control,251,550,179,657,174,1229,11,58,0.023761616,0.150315868,0.00651609,0.006819026,,0.02247204,0.0228058
156_2,IRGC 66815,Control,272,502,192,654,90,633,10.2,49.9,,,,,,0.01705854,0.01633372
156_3,IRGC 66815,Control,286,536,181,652,70,704,9,52,0.025835961,0.192121888,0.004661174,0.054254924,,0.013672496,0.01291588
156_4,IRGC 66815,Control,256,516,175,653,,,,,,,,,,,
156_5,IRGC 66815,Control,238,486,165,652,,,,,,,,,,,
157_1,IRGC 66831,Control,272,506,181,698,106,646,10,49.5,0.032940591,0.094574508,0.006565751,0.043478261,,0.01738335,0.01645088
157_2,IRGC 66831,Control,272,520,179,702,75,795,5.5,59,0.041337537,0.168896321,0.007380181,0.006819026,,0.014920408,0.01449552
157_3,IRGC 66831,Control,274,538,172,703,87,786,11,49.5,0.022414774,0.219992568,0.007740011,0.007515793,,0.015291734,0.01441472
157_4,IRGC 66831,Control,267,529,180,703,,,,,,,,,,,
157_5,IRGC 66831,Control,260,530,185,702,,,,,,,,,,,
158_1,IRGC 76237,Control,251,495,174,628,158,1245,8.5,63.5,0.188587549,1.54960981,0.00524256,0.007980305,,0.015553988,0.01484094
158_2,IRGC 76237,Control,261,489,173,629,,,,,0.039979533,0.131735414,0.019230394,0.103864734,,,
158_3,IRGC 76237,Control,241,519,180,627,69,913,8.5,52,0.026332861,0.233927908,0.00409605,0.002828874,,0.01700641,0.01613778
158_4,IRGC 76237,Control,260,492,166,628,,,,,,,,,,,
158_5,IRGC 76237,Control,263,517,176,629,,,,,,,,,,,
159_1,IRGC 77216,Control,277,548,202,803,140,1840,11,54,0.034268171,0.099219621,0.006896702,0.005425492,,0.016139448,0.01534796
