uid,Width_WO_husk,Length_WO_husk,Height_WO_husk,Seed Weight,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B,Serial no.,Iserial,accession_name
79_2,303.0,542.0,194.0,958.0,Control,120.0,1085.0,8.5,48.5,0.018319425,0.000780379,0.0044936229999999995,0.009606094,,,,79,2.0,IRGC 31611
79_3,305.0,577.0,208.0,958.0,Control,150.0,1316.0,10.0,64.0,0.02615057,0.141025641,0.006167718000000001,0.0061222590000000006,,0.016125012,0.0151702,79,3.0,IRGC 31611
79_4,318.0,565.0,203.0,956.0,Control,,,,,,,,,,,,79,,IRGC 31611
79_5,324.0,569.0,209.0,957.0,Control,,,,,,,,,,,,79,,IRGC 31611
80_1,264.0,573.0,184.0,814.0,Control,93.0,518.0,9.5,54.0,,,,,,0.014549883999999999,0.01381074,80,1.0,IRGC 31618
80_2,267.0,577.0,178.0,816.0,Control,140.0,661.0,10.0,52.5,0.014992325,0.008063917,0.004384155,0.12160906699999999,,0.01689814,0.0163418,80,2.0,IRGC 31618
80_3,264.0,637.0,195.0,815.0,Control,152.0,857.0,11.5,55.5,0.017853192,0.12244518800000001,0.008127175,0.08992939400000001,,0.018017731999999998,0.01692356,80,3.0,IRGC 31618
80_4,260.0,574.0,179.0,814.0,Control,,,,,,,,,,,,80,,IRGC 31618
80_5,258.0,571.0,181.0,813.0,Control,,,,,,,,,,,,80,,IRGC 31618
81_1,215.0,586.0,202.0,850.0,Control,171.0,930.0,8.0,56.0,0.039225855,0.0040319579999999995,0.005506693000000001,0.0026384240000000003,,0.01733924,0.01685286,81,1.0,IRGC 31655
81_2,277.0,519.0,194.0,854.0,Control,84.0,760.0,8.0,55.5,0.018355643999999997,0.145670754,0.0047306909999999995,0.010999628000000001,,0.011577671999999999,0.01100092,81,2.0,IRGC 31655
81_3,287.0,528.0,217.0,851.0,Control,90.0,787.0,6.5,52.0,0.016526868,0.164251208,0.00505015,0.000854701,,0.01423951,0.01326534,81,3.0,IRGC 31655
81_4,263.0,561.0,194.0,853.0,Control,,,,,,,,,,,,81,,IRGC 31655
81_5,282.0,552.0,183.0,856.0,Control,,,,,,,,,,,,81,,IRGC 31655
82_1,297.0,570.0,185.0,831.0,Control,118.0,872.0,7.0,65.5,0.015260793,0.0029542920000000003,0.006267712,0.091415831,,0.017640792,0.01737806,82,1.0,IRGC 31665
82_2,259.0,585.0,192.0,830.0,Control,145.0,987.0,7.5,58.0,,,,,,0.01184153,0.01121706,82,2.0,IRGC 31665
82_3,253.0,588.0,189.0,828.0,Control,101.0,1035.0,9.0,66.0,0.027574953,0.18747677399999998,0.004763604,0.005657748000000001,,0.020030752,0.01934352,82,3.0,IRGC 31665
82_4,265.0,593.0,166.0,827.0,Control,,,,,,,,,,,,82,,IRGC 31665
82_5,236.0,569.0,173.0,824.0,Control,,,,,,,,,,,,82,,IRGC 31665
83_1,262.0,679.0,193.0,903.0,Control,133.0,1134.0,8.0,49.0,0.023887229,0.127090301,0.005190195999999999,0.008444815999999999,,0.021348437999999997,0.02075752,83,1.0,IRGC 31727
83_2,256.0,714.0,197.0,897.0,Control,94.0,1026.0,8.5,57.0,0.022001881,0.048123374000000003,0.007544063,0.079803047,,0.014609232,0.0138774,83,2.0,IRGC 31727
83_3,263.0,677.0,181.0,897.0,Control,130.0,911.0,8.0,56.5,0.022001881,0.048123374000000003,0.007544063,0.079803047,,0.02276076,0.02364006,83,3.0,IRGC 31727
83_4,246.0,685.0,164.0,900.0,Control,,,,,,,,,,,,83,,IRGC 31727
83_5,274.0,712.0,199.0,900.0,Control,,,,,,,,,,,,83,,IRGC 31727
84_1,208.0,601.0,167.0,610.0,Control,113.0,1060.0,9.0,61.0,0.019236088000000002,0.136380528,0.003020246,0.141025641,,0.017251822,0.0167155,84,1.0,IRGC 31745
84_2,204.0,645.0,160.0,612.0,Control,137.0,1168.0,6.0,6.0,0.03721374,0.145670754,0.005861752,0.005657748000000001,,0.022896298,0.02373298,84,2.0,IRGC 31745
84_3,217.0,610.0,161.0,611.0,Control,149.0,1346.0,7.5,56.5,0.021687272,0.136380528,0.004684743,0.004728725,,0.020228044,0.01954956,84,3.0,IRGC 31745
84_4,227.0,620.0,174.0,609.0,Control,,,,,,,,,,,,84,,IRGC 31745
84_5,189.0,593.0,169.0,610.0,Control,,,,,,,,,,,,84,,IRGC 31745
85_1,273.0,567.0,189.0,855.0,Control,78.0,987.0,7.0,61.5,0.015690342,0.164251208,0.0029544590000000004,0.007748049,,0.02268457,0.02832242,85,1.0,IRGC 31801
85_2,284.0,567.0,182.0,852.0,Control,50.0,381.0,4.5,42.0,0.035830844,0.127090301,0.0070341019999999995,0.004728725,,0.018320888,0.01807698,85,2.0,IRGC 31801
85_3,282.0,591.0,205.0,852.0,Control,140.0,1120.0,7.5,64.0,0.057708264,0.010126346999999999,0.247427813,0.049795615,,0.017147561999999998,0.0161701,85,3.0,IRGC 31801
85_4,290.0,562.0,197.0,860.0,Control,,,,,,,,,,,,85,,IRGC 31801
85_5,283.0,558.0,191.0,851.0,Control,,,,,,,,,,,,85,,IRGC 31801
86_1,238.0,653.0,177.0,738.0,Control,223.0,1206.0,9.0,53.0,0.022724444,0.0029542920000000003,0.004070983,0.009141583,,0.023658198,0.02522374,86,1.0,IRGC 31812
86_2,232.0,591.0,175.0,740.0,Control,,,,,0.034699635,0.12244518800000001,0.0072095,0.077480491,,0.01626857,0.0155237,86,2.0,IRGC 31812
86_3,227.0,610.0,155.0,735.0,Control,91.0,904.0,5.5,54.0,0.024785454,0.103864734,0.008076789000000001,0.005657748000000001,,,,86,3.0,IRGC 31812
86_4,228.0,603.0,174.0,733.0,Control,,,,,,,,,,,,86,,IRGC 31812
86_5,233.0,569.0,167.0,731.0,Control,,,,,,,,,,,,86,,IRGC 31812
87_1,293.0,559.0,194.0,798.0,Control,51.0,578.0,7.5,59.0,0.021875445,0.004812337,0.005955188,0.010767373,,0.019062738,0.01847694,87,1.0,IRGC 31832
87_2,309.0,527.0,194.0,802.0,Control,105.0,615.0,6.5,59.2,,,,,,0.019910452,0.02000002,87,2.0,IRGC 31832
87_3,285.0,524.0,185.0,805.0,Control,83.0,1120.0,7.0,58.0,0.024785454,0.117800074,0.004361404,0.007980305,,0.020436563999999997,0.0198465,87,3.0,IRGC 31832
87_4,300.0,500.0,197.0,802.0,Control,,,,,,,,,,,,87,,IRGC 31832
87_5,267.0,496.0,176.0,807.0,Control,,,,,,,,,,,,87,,IRGC 31832
88_1,267.0,576.0,197.0,849.0,Control,178.0,1115.0,10.5,50.0,0.042325847,0.006379289000000001,0.09774545,0.024494795,,0.01756781,0.01662258,88,1.0,IRGC 31841
88_2,289.0,632.0,200.0,845.0,Control,101.0,607.0,9.0,44.0,0.01339829,0.005276849,0.003468588,0.003990152,,0.01429966,0.01381276,88,2.0,IRGC 31841
88_3,279.0,614.0,191.0,849.0,Control,136.0,1012.0,11.0,49.0,0.010492412,0.243218135,0.0040834159999999994,0.00821256,,0.01785252,0.01778206,88,3.0,IRGC 31841
88_4,287.0,588.0,188.0,850.0,Control,,,,,,,,,,,,88,,IRGC 31841
88_5,275.0,557.0,195.0,852.0,Control,,,,,,,,,,,,88,,IRGC 31841
89_1,277.0,588.0,194.0,864.0,Control,90.0,1376.0,10.0,66.5,0.031380684,0.127090301,0.007841022,0.0037997029999999998,,0.02023847,0.01952128,89,1.0,IRGC 32796
89_2,286.0,606.0,197.0,861.0,Control,5.0,92.0,2.5,23.5,0.038596637,0.164251208,0.007407296,0.07515793400000001,,0.003261734,0.0032623000000000005,89,2.0,IRGC 32796
89_3,274.0,584.0,214.0,859.0,Control,157.0,1641.0,11.0,68.0,0.024767672999999997,0.182831661,0.008052941999999999,0.00449647,,0.023805766000000003,0.02889004,89,3.0,IRGC 32796
89_4,270.0,597.0,193.0,860.0,Control,,,,,,,,,,,,89,,IRGC 32796
89_5,283.0,588.0,185.0,858.0,Control,,,,,,,,,,,,89,,IRGC 32796
90_1,263.0,586.0,171.0,727.0,Control,202.0,987.0,8.0,58.5,,,,,,0.015965414,0.014725799999999999,90,1.0,IRGC 32816
90_2,259.0,589.0,182.0,727.0,Control,92.0,985.0,7.5,59.75,0.014263946999999999,0.0029542920000000003,0.002756573,0.009141583,,0.021153552000000003,0.02089286,90,2.0,IRGC 32816
90_3,262.0,542.0,165.0,732.0,Control,85.0,950.0,9.0,59.5,0.030712152000000003,0.219992568,0.007064914,0.005425492,,1.6e-06,4.04e-06,90,3.0,IRGC 32816
90_4,245.0,572.0,171.0,730.0,Control,,,,,,,,,,,,90,,IRGC 32816
90_5,263.0,567.0,177.0,727.0,Control,,,,,,,,,,,,90,,IRGC 32816
91_1,262.0,568.0,182.0,724.0,Control,91.0,788.0,6.5,49.0,0.041362429,0.243218135,0.015926356000000003,0.054254924,,0.017874174,0.0169983,91,1.0,IRGC 32817
91_2,266.0,549.0,172.0,727.0,Control,102.0,904.0,8.5,56.5,0.01374599,0.002025269,0.003626977,0.00821256,,0.02250412,0.02280176,91,2.0,IRGC 32817
91_3,257.0,588.0,179.0,725.0,Control,93.0,390.0,8.5,43.0,0.071661688,0.127090301,0.005146218,0.004960981,,0.013809638,0.013402700000000002,91,3.0,IRGC 32817
91_4,262.0,578.0,175.0,720.0,Control,,,,,,,,,,,,91,,IRGC 32817
91_5,275.0,603.0,175.0,726.0,Control,,,,,,,,,,,,91,,IRGC 32817
92_1,280.0,515.0,200.0,777.0,Control,,,,,,,,,,,,92,,IRGC 32861
92_2,287.0,491.0,196.0,773.0,Control,,,,,,,,,,,,92,,IRGC 32861
92_3,281.0,529.0,203.0,770.0,Control,,,,,,,,,,,,92,,IRGC 32861
92_4,272.0,511.0,208.0,772.0,Control,,,,,,,,,,,,92,,IRGC 32861
92_5,283.0,502.0,192.0,771.0,Control,,,,,,,,,,,,92,,IRGC 32861
93_1,242.0,560.0,198.0,800.0,Control,142.0,969.0,9.0,50.0,0.024798788999999998,0.145670754,0.003868987,0.0020159789999999998,,0.017005608000000002,0.01630544,93,1.0,IRGC 34034
93_2,250.0,565.0,183.0,799.0,Control,,,,,0.031380684,0.136380528,0.0059591769999999995,0.005425492,,0.022164873999999998,0.02221798,93,2.0,IRGC 34034
93_3,242.0,541.0,193.0,802.0,Control,88.0,756.0,8.5,54.0,0.035077166,0.099219621,0.006826668,0.000854701,,,,93,3.0,IRGC 34034
93_4,270.0,612.0,185.0,804.0,Control,,,,,,,,,,,,93,,IRGC 34034
93_5,258.0,608.0,188.0,805.0,Control,,,,,,,,,,,,93,,IRGC 34034
94_1,254.0,601.0,171.0,768.0,Control,134.0,891.0,8.0,53.0,0.017915422,0.0029542920000000003,0.004293125,0.010302861,,0.020151052,0.01964046,94,1.0,IRGC 34699
94_2,260.0,550.0,184.0,769.0,Control,106.0,872.0,8.5,54.0,0.031380684,0.094574508,0.009493415,0.003567447,,0.017603098,0.01689528,94,2.0,IRGC 34699
94_3,284.0,571.0,183.0,770.0,Control,98.0,795.0,5.5,53.0,,,,,,0.013018866,0.0125644,94,3.0,IRGC 34699
94_4,261.0,606.0,194.0,764.0,Control,,,,,,,,,,,,94,,IRGC 34699
94_5,268.0,632.0,182.0,765.0,Control,,,,,,,,,,,,94,,IRGC 34699
95_1,282.0,567.0,194.0,860.0,Control,118.0,1000.0,10.0,55.5,0.018575755,0.048123374000000003,0.006100756,0.000854701,,0.019682684,0.018977900000000002,95,1.0,IRGC 34709
95_2,280.0,548.0,199.0,861.0,Control,172.0,1072.0,9.5,56.0,0.045266807,1.9676700109999998,0.003328872,0.010999628000000001,,0.020981924,0.02112516,95,2.0,IRGC 34709
95_3,285.0,579.0,286.0,866.0,Control,121.0,1032.0,7.5,50.0,0.03715151,0.141025641,0.008693578,0.005193237,,0.017191671999999998,0.0188567,95,3.0,IRGC 34709
95_4,313.0,582.0,190.0,869.0,Control,,,,,,,,,,,,95,,IRGC 34709
95_5,266.0,546.0,178.0,867.0,Control,,,,,,,,,,,,95,,IRGC 34709
96_1,256.0,565.0,192.0,650.0,Control,33.0,201.0,9.5,23.0,0.038018586,0.117800074,0.0053087559999999995,0.008444815999999999,,0.006057506,0.00593476,96,1.0,IRGC 34749
96_2,246.0,536.0,175.0,650.0,Control,114.0,838.0,9.5,50.0,0.023083306,0.113154961,0.006204364,0.006819026,,0.018804493999999998,0.01801032,96,2.0,IRGC 34749
96_3,251.0,541.0,189.0,655.0,Control,81.0,780.0,8.0,53.5,0.044656489,0.178186548,0.00616301,0.005890004,,0.019928096,0.01957582,96,3.0,IRGC 34749
96_4,231.0,502.0,173.0,653.0,Control,,,,,,,,,,,,96,,IRGC 34749
96_5,242.0,522.0,194.0,646.0,Control,,,,,,,,,,,,96,,IRGC 34749
97_1,246.0,527.0,166.0,640.0,Control,77.0,855.0,6.5,53.0,0.035830844,0.182831661,0.004197992,0.010302861,,0.015938146,0.01667106,97,1.0,IRGC 37086
97_2,236.0,522.0,159.0,643.0,Control,126.0,1406.0,8.0,63.0,0.019839031,0.243218135,0.003312458,0.0042224079999999995,,0.01792069,0.01706294,97,2.0,IRGC 37086
97_3,236.0,597.0,168.0,643.0,Control,94.0,751.0,5.0,54.0,,,,,,0.016048822,0.01536614,97,3.0,IRGC 37086
97_4,239.0,581.0,169.0,640.0,Control,,,,,,,,,,,,97,,IRGC 37086
97_5,228.0,585.0,145.0,642.0,Control,,,,,,,,,,,,97,,IRGC 37086
98_1,262.0,591.0,181.0,746.0,Control,119.0,900.0,10.0,51.5,0.022724444,0.243218135,0.0068023680000000005,0.010302861,,0.013214554,0.01256844,98,1.0,IRGC 37149
98_2,243.0,600.0,170.0,742.0,Control,86.0,977.0,6.5,61.0,0.03715151,0.062058714,0.008472974,0.003567447,,0.017549363999999998,0.01735786,98,2.0,IRGC 37149
98_3,254.0,544.0,181.0,750.0,Control,122.0,1215.0,8.5,56.75,0.020044095,0.21070234100000002,0.00530384,0.024786325,,0.022110337999999997,0.02296134,98,3.0,IRGC 37149
98_4,228.0,567.0,162.0,744.0,Control,,,,,,,,,,,,98,,IRGC 37149
98_5,249.0,578.0,174.0,746.0,Control,,,,,,,,,,,,98,,IRGC 37149
99_1,271.0,614.0,182.0,860.0,Control,44.0,642.0,6.5,54.0,0.03721374,0.182831661,0.003310654,0.002248235,,0.016522002,0.01552976,99,1.0,IRGC 37161
99_2,275.0,560.0,176.0,855.0,Control,143.0,1050.0,8.5,60.0,0.018035483,0.182831661,0.0028287140000000004,0.003874025,,0.014084724,0.01329362,99,2.0,IRGC 37161
99_3,264.0,534.0,201.0,859.0,Control,180.0,1838.0,6.0,63.0,0.027841475,0.164251208,0.00328535,0.011696395,,0.021360467999999997,0.02145644,99,3.0,IRGC 37161
99_4,278.0,583.0,204.0,865.0,Control,,,,,,,,,,,,99,,IRGC 37161
99_5,288.0,608.0,195.0,861.0,Control,,,,,,,,,,,,99,,IRGC 37161
100_1,280.0,588.0,190.0,815.0,Control,106.0,860.0,7.0,55.5,,,,,,0.016788266,0.0162711,100,1.0,IRGC 37182
100_2,264.0,586.0,185.0,816.0,Control,66.0,809.0,6.5,57.0,0.033096167,0.159606094,0.005137313,0.065867707,,0.017943948,0.01764268,100,2.0,IRGC 37182
100_3,295.0,611.0,186.0,814.0,Control,98.0,962.0,7.5,58.5,0.015690342,0.131735414,0.0031250640000000003,0.001086957,,0.02020238,0.01975964,100,3.0,IRGC 37182
100_4,273.0,597.0,185.0,820.0,Control,,,,,,,,,,,,100,,IRGC 37182
100_5,286.0,602.0,197.0,823.0,Control,,,,,,,,,,,,100,,IRGC 37182
101_1,277.0,570.0,187.0,715.0,Control,110.0,954.0,6.5,59.0,0.03715151,0.099219621,0.005889115,0.04264214,,0.016468268,0.015655000000000002,101,1.0,IRGC 37252
101_2,270.0,580.0,197.0,717.0,Control,186.0,1450.0,10.0,54.5,0.026402257000000002,0.154960981,0.006348876999999999,0.005425492,,0.020730096,0.01998386,101,2.0,IRGC 37252
101_3,268.0,577.0,178.0,715.0,Control,94.0,725.0,5.5,60.0,0.028341473,0.159606094,0.006348876999999999,0.00821256,,0.019136522,0.01879812,101,3.0,IRGC 37252
101_4,258.0,578.0,180.0,717.0,Control,,,,,,,,,,,,101,,IRGC 37252
101_5,261.0,568.0,204.0,719.0,Control,,,,,,,,,,,,101,,IRGC 37252
102_1,216.0,736.0,178.0,816.0,Control,123.0,1036.0,6.0,65.5,0.020199506000000002,0.16889632100000002,0.003660454,0.012393162,,0.020852802,0.02091508,102,1.0,IRGC 37272
102_2,232.0,706.0,181.0,816.0,Control,55.0,613.0,5.5,53.0,0.019090351999999998,0.003883315,0.0023430910000000003,0.003177258,,0.022775998,0.0233512,102,2.0,IRGC 37272
102_3,217.0,723.0,195.0,811.0,Control,118.0,1105.0,7.5,69.5,,,,,,0.016075288,0.0154328,102,3.0,IRGC 37272
102_4,227.0,713.0,185.0,811.0,Control,,,,,,,,,,,,102,,IRGC 37272
102_5,230.0,730.0,178.0,812.0,Control,,,,,,,,,,,,102,,IRGC 37272
103_1,282.0,593.0,203.0,760.0,Control,68.0,480.0,8.0,46.5,0.043374544,0.048123374000000003,0.012277258000000001,0.001709402,,0.015764913999999998,0.01488336,103,1.0,IRGC 37346
103_2,278.0,600.0,195.0,761.0,Control,35.0,396.0,3.5,50.0,,,,,,0.015861154,0.01503688,103,2.0,IRGC 37346
103_3,275.0,562.0,174.0,763.0,Control,92.0,894.0,10.0,51.0,0.022414774,0.21070234100000002,0.0055663959999999995,0.007051282,,0.021993246,0.02235938,103,3.0,IRGC 37346
103_4,277.0,573.0,204.0,759.0,Control,,,,,,,,,,,,103,,IRGC 37346
103_5,302.0,601.0,199.0,759.0,Control,,,,,,,,,,,,103,,IRGC 37346
104_1,220.0,676.0,178.0,807.0,Control,172.0,1013.0,8.5,65.0,0.030340746000000002,0.154960981,0.0040834159999999994,0.247863248,,0.01648912,0.01599234,104,1.0,IRGC 37468
104_2,230.0,724.0,176.0,810.0,Control,124.0,1113.0,7.0,64.5,0.041337537,0.117800074,0.0073152,0.0012030839999999999,,0.018848603999999998,0.01789114,104,2.0,IRGC 37468
104_3,226.0,715.0,181.0,810.0,Control,148.0,1176.0,9.0,63.0,,,,,,0.017743448000000002,0.02047068,104,3.0,IRGC 37468
104_4,252.0,664.0,177.0,813.0,Control,,,,,,,,,,,,104,,IRGC 37468
104_5,229.0,738.0,177.0,811.0,Control,,,,,,,,,,,,104,,IRGC 37468
105_1,246.0,620.0,166.0,670.0,Control,42.0,372.0,4.5,48.0,0.031897492,0.164251208,0.0034658370000000003,0.010767373,,0.015603711999999999,0.01511364,105,1.0,IRGC 37478
105_2,245.0,599.0,161.0,668.0,Control,82.0,816.0,7.0,55.5,0.021052711,0.0029542920000000003,0.004474978,0.010535117,,0.021460717999999997,0.0216544,105,2.0,IRGC 37478
105_3,278.0,596.0,170.0,670.0,Control,68.0,810.0,5.2,53.5,0.057832725,0.108509848,0.006619233,0.005193237,,0.01335731,0.01282902,105,3.0,IRGC 37478
105_4,256.0,608.0,172.0,667.0,Control,,,,,,,,,,,,105,,IRGC 37478
105_5,274.0,569.0,160.0,667.0,Control,,,,,,,,,,,,105,,IRGC 37478
106_1,310.0,572.0,206.0,811.0,Control,123.0,1002.0,9.0,53.0,0.026402257000000002,0.117800074,0.005760392,0.0037997029999999998,,0.018527002,0.01795578,106,1.0,IRGC 37550
106_2,275.0,538.0,173.0,808.0,Control,103.0,870.0,7.0,59.0,,,,,,0.016955883999999997,0.01608526,106,2.0,IRGC 37550
106_3,299.0,559.0,197.0,811.0,Control,115.0,980.0,8.0,48.0,0.039225855,0.103864734,0.008277195,0.0042642140000000005,,0.021212900000000003,0.02124434,106,3.0,IRGC 37550
106_4,300.0,550.0,202.0,809.0,Control,,,,,,,,,,,,106,,IRGC 37550
106_5,315.0,556.0,198.0,811.0,Control,,,,,,,,,,,,106,,IRGC 37550
107_1,227.0,525.0,146.0,503.0,Control,94.0,978.0,6.0,47.0,,,,,,0.017813222,0.0173922,107,1.0,IRGC 37562
107_2,223.0,518.0,143.0,498.0,Control,50.0,316.0,8.5,41.5,0.041237969,0.043478261,0.011817837,0.002173913,,0.007483462,0.00760328,107,2.0,IRGC 37562
107_3,223.0,533.0,149.0,502.0,Control,75.0,467.0,8.0,45.0,0.043374544,0.117800074,0.009226046,0.00287068,,0.017822044,0.01733564,107,3.0,IRGC 37562
107_4,217.0,515.0,143.0,498.0,Control,,,,,,,,,,,,107,,IRGC 37562
107_5,221.0,529.0,149.0,498.0,Control,,,,,,,,,,,,107,,IRGC 37562
108_1,238.0,621.0,176.0,664.0,Control,75.0,732.0,5.5,53.0,0.021121437000000003,0.224637681,0.004734386,0.082125604,,0.01869061,0.01790528,108,1.0,IRGC 37596
108_2,251.0,619.0,161.0,663.0,Control,107.0,9.51,7.5,52.5,0.033002821,0.094574508,0.009202714,0.00449647,,0.021813597999999997,0.021361500000000002,108,2.0,IRGC 37596
108_3,246.0,610.0,170.0,664.0,Control,49.0,315.0,5.5,39.5,,,,,,0.017075382,0.01652966,108,3.0,IRGC 37596
108_4,240.0,589.0,164.0,660.0,Control,,,,,,,,,,,,108,,IRGC 37596
108_5,253.0,600.0,168.0,665.0,Control,,,,,,,,,,,,108,,IRGC 37596
109_1,280.0,593.0,187.0,824.0,Control,118.0,1475.0,9.5,73.0,0.030712152000000003,0.219992568,0.004194048,0.002480491,,0.01465655,0.01502476,109,1.0,IRGC 37685
109_2,261.0,602.0,191.0,826.0,Control,96.0,875.0,7.5,56.0,0.024798788999999998,0.20141211399999998,0.0059379440000000006,0.004960981,,0.015988672,0.01516414,109,2.0,IRGC 37685
109_3,278.0,595.0,200.0,828.0,Control,69.0,790.0,4.5,69.0,0.018858755,0.12244518800000001,0.00547205,0.005890004,,0.015607722,0.01482478,109,3.0,IRGC 37685
109_4,260.0,605.0,189.0,828.0,Control,,,,,,,,,,,,109,,IRGC 37685
109_5,272.0,590.0,201.0,824.0,Control,,,,,,,,,,,,109,,IRGC 37685
110_1,279.0,504.0,185.0,751.0,Control,105.0,1463.0,9.0,65.75,0.023157982,0.247863248,0.003561571,0.002480491,,0.024444157999999997,0.03851736,110,1.0,IRGC 37754
110_2,268.0,506.0,186.0,754.0,Control,125.0,1056.0,8.5,66.0,0.017585256,0.012393162,0.0035802570000000003,0.009141583,,0.019415618,0.01897386,110,2.0,IRGC 37754
110_3,274.0,529.0,196.0,754.0,Control,89.0,1175.0,8.5,65.5,0.016526868,0.15031586800000002,0.004995648,0.009141583,,0.014557101999999999,0.01389962,110,3.0,IRGC 37754
110_4,281.0,509.0,205.0,753.0,Control,,,,,,,,,,,,110,,IRGC 37754
110_5,279.0,512.0,186.0,756.0,Control,,,,,,,,,,,,110,,IRGC 37754
111_1,203.0,413.0,143.0,353.0,Control,,,,,0.021121437000000003,0.173541434,0.003622324,0.002248235,,,,111,1.0,IRGC 37793
111_2,203.0,429.0,150.0,352.0,Control,,,,,,,,,,,,111,,IRGC 37793
111_3,213.0,417.0,150.0,353.0,Control,,,,,,,,,,,,111,,IRGC 37793
111_4,204.0,419.0,147.0,355.0,Control,,,,,,,,,,,,111,,IRGC 37793
111_5,191.0,421.0,149.0,351.0,Control,,,,,,,,,,,,111,,IRGC 37793
112_1,264.0,620.0,181.0,911.0,Control,108.0,1335.0,9.0,63.5,0.021229434,0.15031586800000002,0.008537565,0.19676700100000002,,0.01749964,0.01669934,112,1.0,IRGC 37815
112_2,275.0,606.0,170.0,907.0,Control,108.0,817.0,6.5,59.0,0.021372662999999997,0.004812337,0.006788915,0.01146414,,0.017635178,0.016927599999999998,112,2.0,IRGC 37815
112_3,290.0,637.0,197.0,907.0,Control,68.0,1076.0,7.5,59.5,0.016544971999999998,0.0029542920000000003,0.002451548,0.004338536,,0.019698724,0.02298962,112,3.0,IRGC 37815
112_4,280.0,641.0,195.0,908.0,Control,,,,,,,,,,,,112,,IRGC 37815
112_5,284.0,635.0,196.0,908.0,Control,,,,,,,,,,,,112,,IRGC 37815
113_1,253.0,626.0,174.0,613.0,Control,61.0,667.0,5.0,45.0,,,,,,0.013338863999999999,0.01271994,113,1.0,IRGC 37837
113_2,256.0,610.0,177.0,616.0,Control,143.0,1374.0,7.5,52.0,,,,,,0.021679663999999998,0.02300174,113,2.0,IRGC 37837
113_3,231.0,596.0,170.0,613.0,Control,,,,,,,,,,,,113,,IRGC 37837
113_4,250.0,600.0,178.0,616.0,Control,,,,,,,,,,,,113,,IRGC 37837
113_5,241.0,609.0,178.0,617.0,Control,,,,,,,,,,,,113,,IRGC 37837
114_1,229.0,690.0,170.0,791.0,Control,80.0,787.0,5.5,53.5,,,,,,,,114,1.0,IRGC 37845
114_2,222.0,671.0,170.0,788.0,Control,,,,,,,,,,0.017385756000000002,0.01681448,114,2.0,IRGC 37845
114_3,217.0,684.0,175.0,789.0,Control,68.0,816.0,5.5,59.0,0.020650099999999998,0.141025641,0.005091718,0.007980305,,0.021334002,0.021422099999999996,114,3.0,IRGC 37845
114_4,234.0,633.0,181.0,793.0,Control,,,,,,,,,,,,114,,IRGC 37845
114_5,234.0,676.0,172.0,792.0,Control,,,,,,,,,,,,114,,IRGC 37845
115_1,237.0,687.0,185.0,760.0,Control,107.0,900.0,7.0,61.0,0.031682155,0.08992939400000001,0.006157426,0.006819026,,0.012580973999999998,0.01225332,115,1.0,IRGC 37951
115_2,229.0,656.0,181.0,760.0,Control,105.0,1083.0,8.0,62.0,0.019009293,0.164251208,0.0035627659999999998,0.010070606,,0.017113878,0.0166953,115,2.0,IRGC 37951
115_3,229.0,648.0,170.0,759.0,Control,75.0,1047.0,7.5,61.25,0.033040159,0.075994054,0.029571855,0.024061687000000002,,0.01439189,0.01348552,115,3.0,IRGC 37951
115_4,236.0,660.0,174.0,757.0,Control,,,,,,,,,,,,115,,IRGC 37951
115_5,221.0,664.0,184.0,758.0,Control,,,,,,,,,,,,115,,IRGC 37951
116_1,236.0,630.0,184.0,784.0,Control,70.0,704.0,5.5,53.0,,,,,,0.012645936000000002,0.0118473,116,1.0,IRGC 37967
116_2,244.0,658.0,174.0,788.0,Control,53.0,583.0,3.5,53.0,,,,,,0.01841793,0.01765278,116,2.0,IRGC 37967
116_3,246.0,700.0,185.0,789.0,Control,40.0,816.0,5.0,51.0,0.09919515400000001,0.052768487999999995,0.019083969,0.017094017,,0.018263144,0.01745684,116,3.0,IRGC 37967
116_4,248.0,602.0,176.0,790.0,Control,,,,,,,,,,,,116,,IRGC 37967
116_5,229.0,630.0,184.0,791.0,Control,,,,,,,,,,,,116,,IRGC 37967
117_1,278.0,405.0,206.0,640.0,Control,76.0,705.0,8.0,54.5,0.08674908699999999,0.020252693999999998,0.027306671,0.103864734,,0.017994474,0.01719828,117,1.0,IRGC 38130
117_2,272.0,428.0,202.0,640.0,Control,49.0,856.0,6.5,55.5,0.035830844,0.080639168,0.013134261000000001,0.0014771460000000001,,0.01763598,0.01680236,117,2.0,IRGC 38130
117_3,261.0,428.0,204.0,640.0,Control,70.0,513.0,7.0,46.0,0.024742781000000002,0.127090301,0.0069676140000000004,0.005890004,,0.018368206,0.01760834,117,3.0,IRGC 38130
117_4,286.0,449.0,195.0,643.0,Control,,,,,,,,,,,,117,,IRGC 38130
117_5,290.0,492.0,208.0,646.0,Control,,,,,,,,,,,,117,,IRGC 38130
118_1,220.0,835.0,178.0,892.0,Control,141.0,1738.0,9.0,69.0,0.017175573,0.229282795,0.004732469,0.010535117,,0.020617816,0.01973944,118,1.0,IRGC 38145
118_2,220.0,730.0,182.0,895.0,Control,193.0,1460.0,8.5,66.5,0.031021822,0.136380528,0.022248224,0.154960981,,0.014830583999999999,0.0138976,118,2.0,IRGC 38145
